shipment_id,product_id,stock_on_hand,recorded_at
S02045,Stable Brooms / Yard Brushes,14061,18/02/2025 06:44
S02046,Muck Forks / Stable Forks,2957,18/02/2025 20:42
S02047,Water Troughs / Water Buckets,10737,16/02/2025 16:13
S02048,Stable Brooms / Yard Brushes,26533,15/02/2025 11:54
S02049,Water Troughs / Water Buckets,10317,09/02/2025 21:05
S02050,Feed Buckets / Feed Tubs,14674,05/03/2025 15:56
S02051,Hay Nets / Hay Bags,21158,08/03/2025 06:41
S02052,Stable Brooms / Yard Brushes,31557,16/03/2025 06:06
S02053,Storage Bins / Feed Storage,19228,02/02/2025 17:52
S02054,Stable Brooms / Yard Brushes,14061,18/02/2025 15:22
S02055,Stable Brooms / Yard Brushes,34320,14/02/2025 21:06
S02056,Storage Bins / Feed Storage,6086,14/02/2025 21:29
S02057,Hay Nets / Hay Bags,11107,15/02/2025 06:07
S02058,Storage Bins / Feed Storage,413,27/02/2025 13:48
S02059,Rubber Matting (for stalls and walkways),18808,28/02/2025 11:34
S02060,Shovels / Rakes,10214,28/02/2025 10:33
S02061,Stable Brooms / Yard Brushes,19846,17/02/2025 12:10
S02062,Water Troughs / Water Buckets,10737,16/02/2025 06:25
S02063,Rubber Matting (for stalls and walkways),13970,09/03/2025 12:35
S02064,Water Troughs / Water Buckets,26267,18/02/2025 10:34
S02065,Stable Brooms / Yard Brushes,11866,19/02/2025 06:52
S02066,Stable Brooms / Yard Brushes,16679,07/03/2025 12:42
S02067,Water Troughs / Water Buckets,8673,15/02/2025 21:57
S02068,Stable Brooms / Yard Brushes,14061,18/02/2025 10:30
S02069,Feed Buckets / Feed Tubs,11145,14/03/2025 10:40
S02070,Water Troughs / Water Buckets,18395,14/02/2025 11:30
S02071,Storage Bins / Feed Storage,21785,13/02/2025 12:12
S02072,Hay Nets / Hay Bags,5170,11/03/2025 13:16
S02073,Manure Scoops,13362,19/02/2025 07:14
S02074,Stable Brooms / Yard Brushes,16679,07/03/2025 08:00
S02075,Hay Nets / Hay Bags,17279,17/02/2025 14:22
S02076,Shovels / Rakes,9932,16/02/2025 15:27
S02077,Shovels / Rakes,18973,20/02/2025 11:01
S02078,Manure Scoops,15264,16/02/2025 06:24
S02079,Stable Brooms / Yard Brushes,34320,14/02/2025 16:33
S02080,Stable Brooms / Yard Brushes,20173,16/02/2025 17:49
S02081,Muck Forks / Stable Forks,10729,28/02/2025 07:00
S02082,Manure Scoops,24153,21/02/2025 17:14
S02083,Stable Brooms / Yard Brushes,26533,15/02/2025 06:55
S02084,Rubber Matting (for stalls and walkways),17920,15/03/2025 19:46
S02085,Storage Bins / Feed Storage,6086,14/02/2025 16:11
S02086,Feed Buckets / Feed Tubs,21082,12/02/2025 19:22
S02087,Storage Bins / Feed Storage,10087,28/02/2025 19:35
S02088,Feed Buckets / Feed Tubs,19200,12/03/2025 17:00
S02089,Hay Nets / Hay Bags,17427,16/02/2025 21:19
S02090,Feed Buckets / Feed Tubs,24005,13/03/2025 18:06
S02091,Rubber Matting (for stalls and walkways),7091,06/03/2025 18:03
S02092,Manure Scoops,24790,14/02/2025 17:23
S02093,Feed Buckets / Feed Tubs,30127,06/03/2025 14:24
S02094,Muck Forks / Stable Forks,12838,19/02/2025 13:31
S02095,Stable Brooms / Yard Brushes,26533,15/02/2025 15:19
S02096,Stable Brooms / Yard Brushes,31627,09/03/2025 19:01
S02097,Shovels / Rakes,9932,16/02/2025 18:41
S02098,Rubber Matting (for stalls and walkways),18808,28/02/2025 19:00
S02099,Stable Brooms / Yard Brushes,11469,12/03/2025 19:53
S02100,Feed Buckets / Feed Tubs,20217,14/02/2025 19:32
S02101,Manure Scoops,15144,22/02/2025 15:21
S02102,Stable Brooms / Yard Brushes,32784,21/02/2025 21:15
S02103,Feed Buckets / Feed Tubs,20531,09/03/2025 20:35
S02104,Rubber Matting (for stalls and walkways),6107,07/03/2025 05:40
S02105,Manure Scoops,24790,14/02/2025 08:11
S02106,Rubber Matting (for stalls and walkways),22712,10/03/2025 19:42
S02107,Rubber Matting (for stalls and walkways),10915,03/03/2025 05:08
S02108,Storage Bins / Feed Storage,18074,14/03/2025 16:53
S02109,Stable Brooms / Yard Brushes,21247,06/03/2025 09:37
S02110,Feed Buckets / Feed Tubs,20217,14/02/2025 17:32
S02111,Stable Brooms / Yard Brushes,23796,20/02/2025 10:15
S02112,Storage Bins / Feed Storage,21588,15/02/2025 06:44
S02113,Rubber Matting (for stalls and walkways),6107,07/03/2025 07:05
S02114,Manure Scoops,15144,22/02/2025 13:20
S02115,Stable Brooms / Yard Brushes,14061,18/02/2025 14:16
S02116,Shovels / Rakes,12007,05/03/2025 14:46
S02117,Shovels / Rakes,15608,12/03/2025 19:19
S02118,Storage Bins / Feed Storage,9577,02/03/2025 10:10
S02119,Water Troughs / Water Buckets,8399,12/02/2025 12:13
S02120,Stable Brooms / Yard Brushes,21247,06/03/2025 16:12
S02121,Muck Forks / Stable Forks,26562,14/03/2025 18:55
S02122,Feed Buckets / Feed Tubs,43873,11/03/2025 18:53
S02123,Manure Scoops,17780,20/02/2025 17:07
S02124,Feed Buckets / Feed Tubs,9165,16/02/2025 11:35
S02125,Hay Nets / Hay Bags,12402,12/02/2025 11:49
S02126,Feed Buckets / Feed Tubs,24005,13/03/2025 17:41
S02127,Hay Nets / Hay Bags,10686,02/03/2025 16:08
S02128,Storage Bins / Feed Storage,6426,06/03/2025 10:06
S02129,Feed Buckets / Feed Tubs,20217,14/02/2025 19:44
S02130,Rubber Matting (for stalls and walkways),11025,05/03/2025 09:44
S02131,Rubber Matting (for stalls and walkways),22712,10/03/2025 21:54
S02132,Water Troughs / Water Buckets,26267,18/02/2025 13:14
S02133,Water Troughs / Water Buckets,9057,19/02/2025 07:41
S02134,Feed Buckets / Feed Tubs,9380,17/02/2025 19:46
S02135,Muck Forks / Stable Forks,17037,16/03/2025 20:14
S02136,Muck Forks / Stable Forks,11518,17/02/2025 09:19
S02137,Manure Scoops,15144,22/02/2025 11:34
S02138,Feed Buckets / Feed Tubs,9165,16/02/2025 13:51
S02139,Stable Brooms / Yard Brushes,16851,05/03/2025 16:22
S02140,Hay Nets / Hay Bags,17427,16/02/2025 10:43
S02141,Muck Forks / Stable Forks,2957,18/02/2025 09:45
S02142,Storage Bins / Feed Storage,21785,13/02/2025 21:53
S02143,Stable Brooms / Yard Brushes,18071,25/02/2025 13:11
S02144,Shovels / Rakes,18852,17/02/2025 06:45
S02145,Stable Brooms / Yard Brushes,20173,16/02/2025 21:35
S02146,Hay Nets / Hay Bags,10806,20/02/2025 16:58
S02147,Shovels / Rakes,12538,13/03/2025 13:36
S02148,Storage Bins / Feed Storage,30557,13/03/2025 08:26
S02149,Stable Brooms / Yard Brushes,20173,16/02/2025 20:53
S02150,Hay Nets / Hay Bags,17279,17/02/2025 21:22
S02151,Manure Scoops,8718,15/02/2025 12:41
S02152,Stable Brooms / Yard Brushes,14326,03/03/2025 21:29
S02153,Hay Nets / Hay Bags,16816,14/02/2025 08:21
S02154,Storage Bins / Feed Storage,21785,13/02/2025 15:48
S02155,Manure Scoops,6442,23/02/2025 16:44
S02156,Manure Scoops,24153,21/02/2025 10:11
S02157,Manure Scoops,15144,22/02/2025 15:59
S02158,Manure Scoops,24153,21/02/2025 10:58
S02159,Manure Scoops,8718,15/02/2025 15:32
S02160,Feed Buckets / Feed Tubs,37772,15/02/2025 18:34
S02161,Shovels / Rakes,15234,21/02/2025 18:47
S02162,Stable Brooms / Yard Brushes,19846,17/02/2025 13:27
S02163,Feed Buckets / Feed Tubs,18352,18/02/2025 17:22
S02164,Muck Forks / Stable Forks,12069,16/02/2025 13:36
S02165,Hay Nets / Hay Bags,11107,15/02/2025 11:34
S02166,Manure Scoops,24893,17/02/2025 16:40
S02167,Manure Scoops,15264,16/02/2025 17:10
S02168,Manure Scoops,1018,18/02/2025 05:28
S02169,Hay Nets / Hay Bags,5705,18/02/2025 14:06
S02170,Feed Buckets / Feed Tubs,18702,20/02/2025 18:52
S02171,Manure Scoops,6442,23/02/2025 12:04
S02172,Stable Brooms / Yard Brushes,21247,06/03/2025 15:21
S02173,Storage Bins / Feed Storage,17575,07/03/2025 07:36
S02174,Feed Buckets / Feed Tubs,9380,17/02/2025 21:02
S02175,Rubber Matting (for stalls and walkways),20347,13/03/2025 08:19
S02176,Shovels / Rakes,15676,06/03/2025 05:32
S02177,Storage Bins / Feed Storage,14938,16/02/2025 14:02
S02178,Feed Buckets / Feed Tubs,11145,14/03/2025 18:59
S02179,Rubber Matting (for stalls and walkways),11025,05/03/2025 05:46
S02180,Shovels / Rakes,16872,19/02/2025 17:20
S02181,Manure Scoops,24893,17/02/2025 20:42
S02182,Manure Scoops,13362,19/02/2025 07:11
S02183,Feed Buckets / Feed Tubs,20217,14/02/2025 07:47
S02184,Hay Nets / Hay Bags,21648,14/03/2025 14:46
S02185,Manure Scoops,24153,21/02/2025 12:54
S02186,Hay Nets / Hay Bags,21349,13/02/2025 15:59
S02187,Manure Scoops,24153,21/02/2025 11:38
S02188,Feed Buckets / Feed Tubs,19200,12/03/2025 16:44
S02189,Muck Forks / Stable Forks,15182,01/03/2025 10:08
S02190,Water Troughs / Water Buckets,14424,17/02/2025 19:16
S02191,Muck Forks / Stable Forks,16758,21/02/2025 05:29
S02192,Hay Nets / Hay Bags,23643,09/03/2025 12:02
S02193,Stable Brooms / Yard Brushes,15062,04/03/2025 21:44
S02194,Feed Buckets / Feed Tubs,9380,17/02/2025 16:53
S02195,Feed Buckets / Feed Tubs,18352,18/02/2025 19:33
S02196,Storage Bins / Feed Storage,14215,11/03/2025 07:08
S02197,Shovels / Rakes,18852,17/02/2025 12:15
S02198,Shovels / Rakes,16172,22/02/2025 07:03
S02199,Manure Scoops,24893,17/02/2025 16:39
S02200,Muck Forks / Stable Forks,15182,01/03/2025 21:09
S02201,Feed Buckets / Feed Tubs,18702,20/02/2025 09:15
S02202,Feed Buckets / Feed Tubs,15138,19/02/2025 06:01
S02203,Hay Nets / Hay Bags,17256,19/02/2025 18:21
S02204,Rubber Matting (for stalls and walkways),18808,28/02/2025 10:11
S02205,Water Troughs / Water Buckets,26267,18/02/2025 06:22
S02206,Storage Bins / Feed Storage,2728,10/03/2025 10:31
S02207,Rubber Matting (for stalls and walkways),8701,11/03/2025 14:55
S02208,Storage Bins / Feed Storage,14938,16/02/2025 20:21
S02209,Manure Scoops,13362,19/02/2025 11:08
S02210,Manure Scoops,15144,22/02/2025 16:31
S02211,Shovels / Rakes,29292,09/03/2025 09:24
S02212,Stable Brooms / Yard Brushes,14061,18/02/2025 15:47
S02213,Feed Buckets / Feed Tubs,16702,10/03/2025 10:50
S02214,Manure Scoops,13362,19/02/2025 13:57
S02215,Muck Forks / Stable Forks,20290,08/03/2025 12:22
S02216,Manure Scoops,11928,24/02/2025 08:20
S02217,Muck Forks / Stable Forks,16758,21/02/2025 10:41
S02218,Muck Forks / Stable Forks,14304,20/03/2025 18:52
S02219,Muck Forks / Stable Forks,5818,20/02/2025 10:57
S02220,Storage Bins / Feed Storage,18074,14/03/2025 09:52
S02221,Manure Scoops,17780,20/02/2025 15:02
S02222,Hay Nets / Hay Bags,28257,22/02/2025 10:59
S02223,Stable Brooms / Yard Brushes,17239,22/02/2025 18:50
S02224,Water Troughs / Water Buckets,14424,17/02/2025 21:04
S02225,Water Troughs / Water Buckets,11111,21/02/2025 09:16
S02226,Manure Scoops,13362,19/02/2025 17:30
S02227,Manure Scoops,15144,22/02/2025 05:46
S02228,Stable Brooms / Yard Brushes,25051,27/02/2025 20:24
S02229,Feed Buckets / Feed Tubs,30897,23/02/2025 07:37
S02230,Storage Bins / Feed Storage,7460,12/03/2025 08:15
S02231,Water Troughs / Water Buckets,9057,19/02/2025 05:27
S02232,Rubber Matting (for stalls and walkways),2687,02/03/2025 07:41
S02233,Shovels / Rakes,18852,17/02/2025 13:18
S02234,Storage Bins / Feed Storage,19136,17/02/2025 13:27
S02235,Rubber Matting (for stalls and walkways),17920,15/03/2025 14:30
S02236,Stable Brooms / Yard Brushes,20214,13/03/2025 12:43
S02237,Manure Scoops,15144,22/02/2025 05:29
S02238,Feed Buckets / Feed Tubs,9380,17/02/2025 18:01
S02239,Rubber Matting (for stalls and walkways),6499,08/03/2025 12:12
S02240,Shovels / Rakes,25016,18/02/2025 16:57
S02241,Storage Bins / Feed Storage,11854,20/02/2025 05:20
S02242,Muck Forks / Stable Forks,19388,22/02/2025 19:07
S02243,Rubber Matting (for stalls and walkways),11025,05/03/2025 18:22
S02244,Manure Scoops,6442,23/02/2025 07:03
S02245,Rubber Matting (for stalls and walkways),11025,16/03/2025 06:58
S02246,Shovels / Rakes,10132,31/01/2025 10:33
S02247,Muck Forks / Stable Forks,16758,21/02/2025 19:53
S02248,Storage Bins / Feed Storage,11854,20/02/2025 12:00
S02249,Storage Bins / Feed Storage,4859,18/03/2025 05:03
S02250,Manure Scoops,24153,21/02/2025 05:43
S02251,Rubber Matting (for stalls and walkways),17920,15/03/2025 20:19
S02252,Feed Buckets / Feed Tubs,14674,05/03/2025 13:23
S02253,Rubber Matting (for stalls and walkways),15021,01/03/2025 10:34
S02254,Storage Bins / Feed Storage,9228,01/03/2025 16:55
S02255,Muck Forks / Stable Forks,14611,03/03/2025 13:30
S02256,Stable Brooms / Yard Brushes,17239,22/02/2025 10:52
S02257,Feed Buckets / Feed Tubs,34308,25/02/2025 07:27
S02258,Shovels / Rakes,9198,23/02/2025 21:20
S02259,Muck Forks / Stable Forks,12838,19/02/2025 16:02
S02260,Feed Buckets / Feed Tubs,20531,09/03/2025 15:20
S02261,Rubber Matting (for stalls and walkways),14412,04/03/2025 18:46
S02262,Manure Scoops,24893,17/02/2025 13:11
S02263,Storage Bins / Feed Storage,19136,17/02/2025 17:24
S02264,Storage Bins / Feed Storage,6820,21/02/2025 14:12
S02265,Muck Forks / Stable Forks,16121,09/03/2025 20:15
S02266,Feed Buckets / Feed Tubs,34308,25/02/2025 13:23
S02267,Water Troughs / Water Buckets,11111,21/02/2025 20:05
S02268,Rubber Matting (for stalls and walkways),11025,05/03/2025 12:28
S02269,Storage Bins / Feed Storage,19136,17/02/2025 14:25
S02270,Storage Bins / Feed Storage,2728,10/03/2025 07:43
S02271,Rubber Matting (for stalls and walkways),18808,28/02/2025 12:17
S02272,Shovels / Rakes,12007,05/03/2025 19:14
S02273,Hay Nets / Hay Bags,17256,19/02/2025 05:52
S02274,Stable Brooms / Yard Brushes,32784,21/02/2025 21:55
S02275,Storage Bins / Feed Storage,13206,17/03/2025 19:45
S02276,Muck Forks / Stable Forks,18640,02/03/2025 12:45
S02277,Feed Buckets / Feed Tubs,13685,16/03/2025 13:56
S02278,Muck Forks / Stable Forks,30012,17/03/2025 14:15
S02279,Water Troughs / Water Buckets,26267,18/02/2025 08:44
S02280,Shovels / Rakes,15234,21/02/2025 12:49
S02281,Feed Buckets / Feed Tubs,43873,11/03/2025 07:15
S02282,Water Troughs / Water Buckets,8673,15/02/2025 20:41
S02283,Stable Brooms / Yard Brushes,12821,24/02/2025 15:41
S02284,Manure Scoops,6442,23/02/2025 05:22
S02285,Manure Scoops,24153,21/02/2025 19:54
S02286,Muck Forks / Stable Forks,25937,15/03/2025 11:20
S02287,Manure Scoops,11928,24/02/2025 05:18
S02288,Rubber Matting (for stalls and walkways),6499,08/03/2025 07:09
S02289,Rubber Matting (for stalls and walkways),12146,17/03/2025 09:01
S02290,Stable Brooms / Yard Brushes,16851,05/03/2025 21:19
S02291,Water Troughs / Water Buckets,11111,21/02/2025 09:27
S02292,Stable Brooms / Yard Brushes,15062,04/03/2025 20:21
S02293,Stable Brooms / Yard Brushes,14061,18/02/2025 08:48
S02294,Muck Forks / Stable Forks,11518,17/02/2025 08:59
S02295,Muck Forks / Stable Forks,19388,22/02/2025 14:31
S02296,Shovels / Rakes,7543,08/03/2025 15:36
S02297,Manure Scoops,35783,25/02/2025 06:21
S02298,Storage Bins / Feed Storage,9050,19/02/2025 05:27
S02299,Manure Scoops,35783,25/02/2025 08:59
S02300,Muck Forks / Stable Forks,19414,12/03/2025 18:50
S02301,Shovels / Rakes,29133,14/03/2025 16:47
S02302,Muck Forks / Stable Forks,5818,20/02/2025 16:08
S02303,Stable Brooms / Yard Brushes,23796,20/02/2025 18:43
S02304,Rubber Matting (for stalls and walkways),6107,07/03/2025 12:23
S02305,Muck Forks / Stable Forks,5818,20/02/2025 21:40
S02306,Muck Forks / Stable Forks,19414,12/03/2025 12:30
S02307,Shovels / Rakes,9124,10/03/2025 06:15
S02308,Feed Buckets / Feed Tubs,19200,12/03/2025 20:20
S02309,Manure Scoops,17780,20/02/2025 08:51
S02310,Stable Brooms / Yard Brushes,31627,09/03/2025 07:29
S02311,Hay Nets / Hay Bags,14290,16/03/2025 20:46
S02312,Storage Bins / Feed Storage,19136,17/02/2025 09:48
S02313,Hay Nets / Hay Bags,9965,03/03/2025 06:01
S02314,Feed Buckets / Feed Tubs,13534,19/03/2025 09:27
S02315,Shovels / Rakes,4899,26/02/2025 18:31
S02316,Stable Brooms / Yard Brushes,23796,20/02/2025 05:33
S02317,Storage Bins / Feed Storage,12231,05/03/2025 10:33
S02318,Muck Forks / Stable Forks,19803,13/03/2025 09:33
S02319,Shovels / Rakes,29292,09/03/2025 06:46
S02320,Shovels / Rakes,29133,14/03/2025 10:32
S02321,Rubber Matting (for stalls and walkways),22712,10/03/2025 06:18
S02322,Feed Buckets / Feed Tubs,18702,20/02/2025 06:53
S02323,Stable Brooms / Yard Brushes,18593,23/02/2025 13:46
S02324,Hay Nets / Hay Bags,5705,18/02/2025 15:14
S02325,Muck Forks / Stable Forks,19414,12/03/2025 14:37
S02326,Feed Buckets / Feed Tubs,18352,18/02/2025 08:27
S02327,Muck Forks / Stable Forks,5818,20/02/2025 05:03
S02328,Shovels / Rakes,25016,18/02/2025 19:11
S02329,Shovels / Rakes,16872,19/02/2025 19:55
S02330,Hay Nets / Hay Bags,17279,17/02/2025 08:03
S02331,Feed Buckets / Feed Tubs,16901,18/03/2025 15:18
S02332,Storage Bins / Feed Storage,13206,17/03/2025 09:13
S02333,Rubber Matting (for stalls and walkways),11025,16/03/2025 11:48
S02334,Feed Buckets / Feed Tubs,19200,12/03/2025 17:20
S02335,Water Troughs / Water Buckets,9057,19/02/2025 11:26
S02336,Water Troughs / Water Buckets,14424,17/02/2025 15:31
S02337,Stable Brooms / Yard Brushes,32784,21/02/2025 08:50
S02338,Manure Scoops,24913,26/02/2025 07:43
S02339,Stable Brooms / Yard Brushes,32784,21/02/2025 18:10
S02340,Hay Nets / Hay Bags,5661,05/03/2025 17:42
S02341,Rubber Matting (for stalls and walkways),20347,13/03/2025 19:10
S02342,Muck Forks / Stable Forks,16121,09/03/2025 21:20
S02343,Storage Bins / Feed Storage,6820,21/02/2025 07:52
S02344,Water Troughs / Water Buckets,6928,23/02/2025 15:41
S02345,Feed Buckets / Feed Tubs,17521,07/03/2025 05:59
S02346,Rubber Matting (for stalls and walkways),15647,11/02/2025 16:36
S02347,Storage Bins / Feed Storage,17575,07/03/2025 08:53
S02348,Storage Bins / Feed Storage,11854,20/02/2025 18:03
S02349,Shovels / Rakes,16872,19/02/2025 12:19
S02350,Storage Bins / Feed Storage,13065,18/02/2025 08:50
S02351,Stable Brooms / Yard Brushes,31627,09/03/2025 09:52
S02352,Manure Scoops,11928,24/02/2025 09:39
S02353,Storage Bins / Feed Storage,13065,18/02/2025 12:20
S02354,Stable Brooms / Yard Brushes,16290,26/02/2025 09:00
S02355,Hay Nets / Hay Bags,28257,22/02/2025 09:16
S02356,Muck Forks / Stable Forks,25937,15/03/2025 21:43
S02357,Storage Bins / Feed Storage,30557,13/03/2025 14:43
S02358,Storage Bins / Feed Storage,23169,23/02/2025 18:06
S02359,Shovels / Rakes,29133,14/03/2025 17:15
S02360,Shovels / Rakes,16172,22/02/2025 17:23
S02361,Feed Buckets / Feed Tubs,13685,16/03/2025 09:54
S02362,Stable Brooms / Yard Brushes,8440,11/03/2025 18:00
S02363,Hay Nets / Hay Bags,17279,17/02/2025 21:20
S02364,Shovels / Rakes,15234,21/02/2025 11:34
S02365,Muck Forks / Stable Forks,27995,10/03/2025 20:40
S02366,Manure Scoops,15144,22/02/2025 10:55
S02367,Feed Buckets / Feed Tubs,11145,14/03/2025 15:30
S02368,Feed Buckets / Feed Tubs,17521,07/03/2025 17:19
S02369,Water Troughs / Water Buckets,13364,20/02/2025 13:46
S02370,Muck Forks / Stable Forks,11440,06/03/2025 11:14
S02371,Muck Forks / Stable Forks,16758,21/02/2025 19:05
S02372,Shovels / Rakes,24553,18/03/2025 07:43
S02373,Hay Nets / Hay Bags,17256,19/02/2025 09:12
S02374,Storage Bins / Feed Storage,6972,09/03/2025 20:58
S02375,Shovels / Rakes,29133,14/03/2025 16:03
S02376,Hay Nets / Hay Bags,28257,22/02/2025 08:47
S02377,Shovels / Rakes,16872,19/02/2025 08:00
S02378,Manure Scoops,35783,25/02/2025 16:35
S02379,Manure Scoops,35783,25/02/2025 21:43
S02380,Muck Forks / Stable Forks,19388,22/02/2025 14:26
S02381,Storage Bins / Feed Storage,17575,07/03/2025 21:22
S02382,Hay Nets / Hay Bags,20562,18/03/2025 11:17
S02383,Shovels / Rakes,24553,18/03/2025 21:43
S02384,Feed Buckets / Feed Tubs,51867,23/03/2025 18:01
S02385,Manure Scoops,24153,21/02/2025 11:09
S02386,Water Troughs / Water Buckets,17958,22/02/2025 16:41
S02387,Muck Forks / Stable Forks,14611,03/03/2025 09:46
S02388,Stable Brooms / Yard Brushes,21247,06/03/2025 21:20
S02389,Shovels / Rakes,24553,18/03/2025 14:26
S02390,Manure Scoops,24913,26/02/2025 13:39
S02391,Stable Brooms / Yard Brushes,21247,06/03/2025 17:10
S02392,Feed Buckets / Feed Tubs,18702,20/02/2025 19:29
S02393,Hay Nets / Hay Bags,10806,20/02/2025 05:49
S02394,Stable Brooms / Yard Brushes,34196,15/03/2025 09:23
S02395,Hay Nets / Hay Bags,17457,21/02/2025 07:12
S02396,Hay Nets / Hay Bags,10806,20/02/2025 12:33
S02397,Stable Brooms / Yard Brushes,11469,12/03/2025 06:05
S02398,Water Troughs / Water Buckets,26015,26/02/2025 10:14
S02399,Water Troughs / Water Buckets,17958,22/02/2025 06:09
S02400,Shovels / Rakes,18973,20/02/2025 13:36
S02401,Manure Scoops,17780,20/02/2025 06:25
S02402,Shovels / Rakes,17935,07/03/2025 10:31
S02403,Shovels / Rakes,17935,07/03/2025 16:17
S02404,Feed Buckets / Feed Tubs,43873,11/03/2025 14:17
S02405,Water Troughs / Water Buckets,17958,22/02/2025 20:53
S02406,Storage Bins / Feed Storage,14663,20/03/2025 06:10
S02407,Rubber Matting (for stalls and walkways),11025,05/03/2025 14:50
S02408,Feed Buckets / Feed Tubs,1522,26/02/2025 19:29
S02409,Hay Nets / Hay Bags,17256,19/02/2025 09:42
S02410,Water Troughs / Water Buckets,26267,18/02/2025 15:40
S02411,Feed Buckets / Feed Tubs,15138,19/02/2025 08:59
S02412,Stable Brooms / Yard Brushes,21247,06/03/2025 20:45
S02413,Hay Nets / Hay Bags,12450,06/03/2025 14:38
S02414,Rubber Matting (for stalls and walkways),15763,14/03/2025 13:54
S02415,Stable Brooms / Yard Brushes,16890,18/03/2025 15:12
S02416,Water Troughs / Water Buckets,17958,22/02/2025 14:55
S02417,Feed Buckets / Feed Tubs,18352,18/02/2025 05:23
S02418,Rubber Matting (for stalls and walkways),17920,15/03/2025 21:30
S02419,Stable Brooms / Yard Brushes,12821,24/02/2025 20:33
S02420,Hay Nets / Hay Bags,17457,21/02/2025 16:26
S02421,Storage Bins / Feed Storage,15628,24/02/2025 20:18
S02422,Feed Buckets / Feed Tubs,34308,25/02/2025 14:59
S02423,Shovels / Rakes,15676,06/03/2025 11:35
S02424,Water Troughs / Water Buckets,26267,18/02/2025 14:42
