id,supplier_id,order_date,promised_date,delivery_date,time_to_deliver,status
S01238,BarnWare,23/01/2025,06/02/2025,08/02/2025,16,Delayed/Partial
S01239,AsiaPlast,23/01/2025,28/01/2025,28/01/2025,5,On-Time
S01240,UKTools,23/01/2025,03/02/2025,03/02/2025,11,On-Time
S01241,EuroMat,23/01/2025,12/02/2025,13/02/2025,21,Delayed/Partial
S01242,BarnWare,23/01/2025,01/02/2025,01/02/2025,9,On-Time
S01243,AsiaPlast,23/01/2025,01/02/2025,01/02/2025,9,Mismatch
S01244,BarnWare,23/01/2025,29/01/2025,29/01/2025,6,On-Time
S01245,BarnWare,23/01/2025,03/02/2025,02/02/2025,10,On-Time
S01246,UKTools,23/01/2025,01/02/2025,02/02/2025,10,Delayed/Partial
S01247,EuroMat,23/01/2025,27/02/2025,27/02/2025,35,On-Time
S01248,AgroSupply,23/01/2025,22/02/2025,22/02/2025,30,On-Time
S01249,UKTools,23/01/2025,29/01/2025,NULL,NULL,NULL
S01250,AsiaPlast,23/01/2025,02/02/2025,02/02/2025,10,On-Time
S01251,AgroSupply,23/01/2025,27/02/2025,27/02/2025,35,On-Time
S01252,UKTools,23/01/2025,01/02/2025,31/01/2025,8,On-Time
S01253,AsiaPlast,23/01/2025,30/01/2025,30/01/2025,7,On-Time
S01254,BarnWare,23/01/2025,04/02/2025,05/02/2025,13,Delayed/Partial
S01255,AsiaPlast,23/01/2025,02/02/2025,02/02/2025,10,On-Time
S01256,BarnWare,23/01/2025,31/01/2025,31/01/2025,8,On-Time
S01257,BarnWare,23/01/2025,30/01/2025,30/01/2025,7,On-Time
S01258,UKTools,23/01/2025,30/01/2025,02/02/2025,10,Delayed/Partial
S01259,AgroSupply,23/01/2025,13/02/2025,14/02/2025,22,Delayed/Partial
S01260,AgroSupply,24/01/2025,20/02/2025,20/02/2025,27,Mismatch
S01261,BarnWare,24/01/2025,04/02/2025,04/02/2025,11,On-Time
S01262,BarnWare,24/01/2025,30/01/2025,30/01/2025,6,On-Time
S01263,AgroSupply,24/01/2025,25/02/2025,25/02/2025,32,On-Time
S01264,EuroMat,24/01/2025,20/02/2025,20/02/2025,27,On-Time
S01265,UKTools,24/01/2025,02/02/2025,02/02/2025,9,On-Time
S01266,BarnWare,24/01/2025,07/02/2025,07/02/2025,14,On-Time
S01267,UKTools,24/01/2025,07/02/2025,07/02/2025,14,On-Time
S01268,AsiaPlast,24/01/2025,31/01/2025,31/01/2025,7,On-Time
S01269,AgroSupply,24/01/2025,21/02/2025,24/02/2025,31,Delayed/Partial
S01270,AsiaPlast,24/01/2025,28/01/2025,28/01/2025,4,On-Time
S01271,AsiaPlast,24/01/2025,01/02/2025,02/02/2025,9,Delayed/Partial
S01272,AgroSupply,24/01/2025,21/02/2025,22/02/2025,29,Delayed/Partial
S01273,AsiaPlast,24/01/2025,30/01/2025,30/01/2025,6,On-Time
S01274,AsiaPlast,24/01/2025,02/02/2025,02/02/2025,9,Mismatch
S01275,AsiaPlast,24/01/2025,03/02/2025,03/02/2025,10,On-Time
S01276,AsiaPlast,24/01/2025,01/02/2025,01/02/2025,8,On-Time
S01277,AgroSupply,24/01/2025,22/02/2025,22/02/2025,29,On-Time
S01278,AsiaPlast,24/01/2025,28/01/2025,28/01/2025,4,On-Time
S01279,AsiaPlast,24/01/2025,30/01/2025,29/01/2025,5,On-Time
S01280,UKTools,24/01/2025,01/02/2025,01/02/2025,8,On-Time
S01281,BarnWare,24/01/2025,05/02/2025,05/02/2025,12,On-Time
S01282,AsiaPlast,24/01/2025,02/02/2025,02/02/2025,9,On-Time
S01283,AgroSupply,24/01/2025,14/02/2025,13/02/2025,20,On-Time
S01284,BarnWare,24/01/2025,05/02/2025,06/02/2025,13,Delayed/Partial
S01285,AgroSupply,24/01/2025,23/02/2025,23/02/2025,30,Mismatch
S01286,AgroSupply,24/01/2025,11/02/2025,11/02/2025,18,On-Time
S01287,AgroSupply,24/01/2025,12/02/2025,13/02/2025,20,Delayed/Partial
S01288,BarnWare,24/01/2025,01/02/2025,01/02/2025,8,On-Time
S01289,BarnWare,24/01/2025,30/01/2025,31/01/2025,7,Delayed/Partial
S01290,EuroMat,24/01/2025,18/02/2025,17/02/2025,24,On-Time
S01291,AsiaPlast,24/01/2025,28/01/2025,28/01/2025,4,On-Time
S01292,UKTools,24/01/2025,06/02/2025,05/02/2025,12,On-Time
S01293,AsiaPlast,24/01/2025,28/01/2025,27/01/2025,3,On-Time
S01294,AgroSupply,24/01/2025,11/02/2025,10/02/2025,17,On-Time
S01295,AgroSupply,24/01/2025,21/02/2025,21/02/2025,28,On-Time
S01296,UKTools,24/01/2025,30/01/2025,01/02/2025,8,Delayed/Partial
S01297,UKTools,24/01/2025,07/02/2025,04/02/2025,11,On-Time
S01298,BarnWare,24/01/2025,05/02/2025,05/02/2025,12,On-Time
S01299,UKTools,24/01/2025,03/02/2025,03/02/2025,10,On-Time
S01300,AsiaPlast,24/01/2025,03/02/2025,03/02/2025,10,On-Time
S01301,AsiaPlast,24/01/2025,30/01/2025,30/01/2025,6,On-Time
S01302,AgroSupply,24/01/2025,20/02/2025,22/02/2025,29,Delayed/Partial
S01303,AgroSupply,24/01/2025,17/02/2025,17/02/2025,24,On-Time
S01304,EuroMat,25/01/2025,20/02/2025,21/02/2025,27,Delayed/Partial
S01305,AsiaPlast,25/01/2025,03/02/2025,03/02/2025,9,On-Time
S01306,EuroMat,25/01/2025,15/02/2025,15/02/2025,21,Mismatch
S01307,UKTools,25/01/2025,06/02/2025,07/02/2025,13,Delayed/Partial
S01308,BarnWare,25/01/2025,03/02/2025,03/02/2025,9,On-Time
S01309,BarnWare,25/01/2025,06/02/2025,07/02/2025,13,Delayed/Partial
S01310,AgroSupply,25/01/2025,22/02/2025,21/02/2025,27,On-Time
S01311,BarnWare,25/01/2025,08/02/2025,09/02/2025,15,Delayed/Partial
S01312,UKTools,25/01/2025,01/02/2025,01/02/2025,7,On-Time
S01313,EuroMat,25/01/2025,01/03/2025,01/03/2025,35,On-Time
S01314,UKTools,25/01/2025,04/02/2025,03/02/2025,9,On-Time
S01315,NULL,25/01/2025,02/02/2025,03/02/2025,9,Delayed/Partial
S01316,AgroSupply,25/01/2025,28/02/2025,01/03/2025,35,Delayed/Partial
S01317,EuroMat,25/01/2025,25/02/2025,26/02/2025,32,Delayed/Partial
S01318,UKTools,25/01/2025,31/01/2025,31/01/2025,6,Mismatch
S01319,AgroSupply,25/01/2025,14/02/2025,14/02/2025,20,On-Time
S01320,BarnWare,25/01/2025,05/02/2025,05/02/2025,11,On-Time
S01321,UKTools,25/01/2025,01/02/2025,02/02/2025,8,Delayed/Partial
S01322,AsiaPlast,25/01/2025,03/02/2025,03/02/2025,9,On-Time
S01323,AsiaPlast,25/01/2025,02/02/2025,01/02/2025,7,On-Time
S01324,EuroMat,25/01/2025,25/02/2025,24/02/2025,30,On-Time
S01325,AsiaPlast,25/01/2025,01/02/2025,02/02/2025,8,Delayed/Partial
S01326,EuroMat,25/01/2025,16/02/2025,16/02/2025,22,On-Time
S01327,AsiaPlast,25/01/2025,03/02/2025,03/02/2025,9,On-Time
S01328,AgroSupply,25/01/2025,28/02/2025,25/02/2025,31,On-Time
S01329,AgroSupply,25/01/2025,20/02/2025,21/02/2025,27,Delayed/Partial
S01330,AsiaPlast,25/01/2025,30/01/2025,30/01/2025,5,On-Time
S01331,UKTools,25/01/2025,06/02/2025,07/02/2025,13,Delayed/Partial
S01332,AsiaPlast,25/01/2025,04/02/2025,05/02/2025,11,Delayed/Partial
S01333,AsiaPlast,25/01/2025,31/01/2025,01/02/2025,7,Delayed/Partial
S01334,AgroSupply,25/01/2025,01/03/2025,01/03/2025,35,On-Time
S01335,AgroSupply,25/01/2025,01/03/2025,01/03/2025,35,On-Time
S01336,BarnWare,25/01/2025,04/02/2025,04/02/2025,10,On-Time
S01337,BarnWare,25/01/2025,03/02/2025,03/02/2025,9,On-Time
S01338,UKTools,25/01/2025,01/02/2025,01/02/2025,7,On-Time
S01339,UKTools,25/01/2025,03/02/2025,03/02/2025,9,On-Time
S01340,AsiaPlast,25/01/2025,04/02/2025,04/02/2025,10,On-Time
S01341,AgroSupply,25/01/2025,25/02/2025,25/02/2025,31,On-Time
S01342,AsiaPlast,25/01/2025,03/02/2025,04/02/2025,10,Delayed/Partial
S01343,AgroSupply,25/01/2025,24/02/2025,25/02/2025,31,Delayed/Partial
S01344,AgroSupply,25/01/2025,24/02/2025,24/02/2025,30,On-Time
S01345,EuroMat,25/01/2025,17/02/2025,17/02/2025,23,On-Time
S01346,AsiaPlast,25/01/2025,04/02/2025,03/02/2025,9,On-Time
S01347,EuroMat,25/01/2025,14/02/2025,14/02/2025,20,On-Time
S01348,BarnWare,25/01/2025,07/02/2025,09/02/2025,15,Delayed/Partial
S01349,UKTools,25/01/2025,07/02/2025,07/02/2025,13,On-Time
S01350,AgroSupply,25/01/2025,21/02/2025,21/02/2025,27,On-Time
S01351,UKTools,25/01/2025,05/02/2025,05/02/2025,11,On-Time
S01352,AgroSupply,25/01/2025,18/02/2025,18/02/2025,24,On-Time
S01353,AgroSupply,25/01/2025,14/02/2025,11/02/2025,17,On-Time
S01354,UKTools,25/01/2025,01/02/2025,01/02/2025,7,On-Time
S01355,EuroMat,25/01/2025,12/02/2025,12/02/2025,18,On-Time
S01356,EuroMat,25/01/2025,14/02/2025,14/02/2025,20,On-Time
S01357,AgroSupply,25/01/2025,13/02/2025,13/02/2025,19,On-Time
S01358,EuroMat,26/01/2025,16/02/2025,17/02/2025,22,Delayed/Partial
S01359,AgroSupply,26/01/2025,02/03/2025,02/03/2025,35,On-Time
S01360,AsiaPlast,26/01/2025,01/02/2025,02/02/2025,7,Delayed/Partial
S01361,UKTools,26/01/2025,05/02/2025,05/02/2025,10,On-Time
S01362,UKTools,26/01/2025,06/02/2025,06/02/2025,11,On-Time
S01363,AsiaPlast,26/01/2025,04/02/2025,04/02/2025,9,On-Time
S01364,UKTools,26/01/2025,07/02/2025,07/02/2025,12,On-Time
S01365,AgroSupply,26/01/2025,18/02/2025,18/02/2025,23,On-Time
S01366,EuroMat,26/01/2025,14/02/2025,14/02/2025,19,On-Time
S01367,BarnWare,26/01/2025,03/02/2025,03/02/2025,8,On-Time
S01368,AsiaPlast,26/01/2025,04/02/2025,04/02/2025,9,On-Time
S01369,AgroSupply,26/01/2025,26/02/2025,27/02/2025,32,Delayed/Partial
S01370,UKTools,26/01/2025,03/02/2025,03/02/2025,8,Mismatch
S01371,UKTools,26/01/2025,07/02/2025,07/02/2025,12,On-Time
S01372,AgroSupply,26/01/2025,24/02/2025,23/02/2025,28,On-Time
S01373,AgroSupply,26/01/2025,14/02/2025,14/02/2025,19,On-Time
S01374,BarnWare,26/01/2025,06/02/2025,NULL,NULL,NULL
S01375,BarnWare,26/01/2025,08/02/2025,09/02/2025,14,Delayed/Partial
S01376,UKTools,26/01/2025,07/02/2025,07/02/2025,12,On-Time
S01377,UKTools,26/01/2025,08/02/2025,08/02/2025,13,On-Time
S01378,AsiaPlast,26/01/2025,01/02/2025,02/02/2025,7,Delayed/Partial
S01379,EuroMat,26/01/2025,21/02/2025,24/01/2025,-2,On-Time
S01380,EuroMat,26/01/2025,01/03/2025,04/03/2025,37,Delayed/Partial
S01381,AgroSupply,26/01/2025,20/02/2025,20/02/2025,25,On-Time
S01382,BarnWare,26/01/2025,03/02/2025,03/02/2025,8,On-Time
S01383,EuroMat,26/01/2025,27/02/2025,27/02/2025,32,On-Time
S01384,AsiaPlast,26/01/2025,02/02/2025,03/02/2025,8,Delayed/Partial
S01385,UKTools,26/01/2025,03/02/2025,03/02/2025,8,On-Time
S01386,BarnWare,26/01/2025,05/02/2025,05/02/2025,10,On-Time
S01387,AsiaPlast,26/01/2025,04/02/2025,04/02/2025,9,On-Time
S01388,AsiaPlast,26/01/2025,30/01/2025,04/02/2025,9,Delayed/Partial
S01389,AsiaPlast,26/01/2025,31/01/2025,31/01/2025,5,On-Time
S01390,UKTools,26/01/2025,02/02/2025,03/02/2025,8,Delayed/Partial
S01391,AgroSupply,26/01/2025,23/02/2025,23/02/2025,28,On-Time
S01392,EuroMat,26/01/2025,16/02/2025,16/02/2025,21,Mismatch
S01393,UKTools,26/01/2025,07/02/2025,07/02/2025,12,On-Time
S01394,UKTools,26/01/2025,08/02/2025,08/02/2025,13,On-Time
S01395,EuroMat,26/01/2025,13/02/2025,12/02/2025,17,On-Time
S01396,EuroMat,26/01/2025,21/02/2025,21/02/2025,26,On-Time
S01397,UKTools,26/01/2025,06/02/2025,06/02/2025,11,On-Time
S01398,EuroMat,26/01/2025,14/02/2025,14/02/2025,19,On-Time
S01399,AsiaPlast,26/01/2025,02/02/2025,02/02/2025,7,On-Time
S01400,AgroSupply,26/01/2025,28/02/2025,01/03/2025,34,Delayed/Partial
S01401,EuroMat,26/01/2025,02/03/2025,02/03/2025,35,On-Time
S01402,EuroMat,26/01/2025,27/02/2025,01/03/2025,34,Delayed/Partial
S01403,UKTools,26/01/2025,04/02/2025,03/02/2025,8,On-Time
S01404,UKTools,26/01/2025,09/02/2025,09/02/2025,14,On-Time
S01405,UKTools,27/01/2025,05/02/2025,05/02/2025,9,On-Time
S01406,BarnWare,27/01/2025,05/02/2025,06/02/2025,10,Delayed/Partial
S01407,AgroSupply,27/01/2025,18/02/2025,18/02/2025,22,On-Time
S01408,BarnWare,27/01/2025,07/02/2025,07/02/2025,11,On-Time
S01409,AsiaPlast,27/01/2025,01/02/2025,01/02/2025,5,On-Time
S01410,AgroSupply,27/01/2025,26/02/2025,26/02/2025,30,On-Time
S01411,UKTools,27/01/2025,02/02/2025,02/02/2025,6,On-Time
S01412,UKTools,27/01/2025,07/02/2025,07/02/2025,11,On-Time
S01413,BarnWare,27/01/2025,08/02/2025,08/02/2025,12,On-Time
S01414,EuroMat,27/01/2025,02/03/2025,01/03/2025,33,On-Time
S01415,BarnWare,27/01/2025,08/02/2025,08/02/2025,12,On-Time
S01416,BarnWare,27/01/2025,02/02/2025,02/02/2025,6,Mismatch
S01417,AgroSupply,27/01/2025,01/03/2025,01/03/2025,33,On-Time
S01418,AsiaPlast,27/01/2025,02/02/2025,02/02/2025,6,On-Time
S01419,UKTools,27/01/2025,04/02/2025,04/02/2025,8,On-Time
S01420,UKTools,27/01/2025,08/02/2025,08/02/2025,12,On-Time
S01421,EuroMat,27/01/2025,17/02/2025,17/02/2025,21,On-Time
S01422,AgroSupply,27/01/2025,25/02/2025,25/02/2025,29,On-Time
S01423,BarnWare,27/01/2025,06/02/2025,06/02/2025,10,On-Time
S01424,EuroMat,27/01/2025,25/02/2025,25/02/2025,29,Mismatch
S01425,UKTools,27/01/2025,04/02/2025,05/02/2025,9,Delayed/Partial
S01426,BarnWare,27/01/2025,09/02/2025,09/02/2025,13,Mismatch
S01427,EuroMat,27/01/2025,28/02/2025,25/02/2025,29,On-Time
S01428,BarnWare,27/01/2025,03/02/2025,06/02/2025,10,Delayed/Partial
S01429,UKTools,27/01/2025,03/02/2025,03/02/2025,7,On-Time
S01430,AgroSupply,27/01/2025,21/02/2025,21/02/2025,25,On-Time
S01431,AsiaPlast,27/01/2025,31/01/2025,31/01/2025,4,On-Time
S01432,BarnWare,27/01/2025,08/02/2025,08/02/2025,12,On-Time
S01433,EuroMat,27/01/2025,19/02/2025,19/02/2025,23,On-Time
S01434,BarnWare,27/01/2025,08/02/2025,08/02/2025,12,On-Time
S01435,AgroSupply,27/01/2025,17/02/2025,17/02/2025,21,On-Time
S01436,EuroMat,27/01/2025,27/02/2025,27/02/2025,31,Mismatch
S01437,UKTools,27/01/2025,10/02/2025,11/02/2025,15,Delayed/Partial
S01438,UKTools,27/01/2025,05/02/2025,04/02/2025,8,On-Time
S01439,EuroMat,27/01/2025,23/02/2025,23/02/2025,27,On-Time
S01440,AgroSupply,27/01/2025,24/02/2025,26/02/2025,30,Delayed/Partial
S01441,BarnWare,27/01/2025,10/02/2025,10/02/2025,14,Mismatch
S01442,EuroMat,27/01/2025,27/02/2025,27/02/2025,31,On-Time
S01443,AsiaPlast,27/01/2025,05/02/2025,05/02/2025,9,On-Time
S01444,EuroMat,27/01/2025,26/02/2025,01/03/2025,33,Delayed/Partial
S01445,AgroSupply,27/01/2025,19/02/2025,20/02/2025,24,Delayed/Partial
S01446,EuroMat,27/01/2025,20/02/2025,20/02/2025,24,On-Time
S01447,BarnWare,27/01/2025,02/02/2025,02/02/2025,6,On-Time
S01448,BarnWare,27/01/2025,07/02/2025,07/02/2025,11,On-Time
S01449,AsiaPlast,27/01/2025,04/02/2025,03/02/2025,7,On-Time
S01450,BarnWare,27/01/2025,03/02/2025,NULL,NULL,NULL
S01451,UKTools,27/01/2025,08/02/2025,10/02/2025,14,Delayed/Partial
S01452,UKTools,27/01/2025,09/02/2025,09/02/2025,13,On-Time
S01453,AgroSupply,27/01/2025,21/02/2025,21/02/2025,25,On-Time
S01454,BarnWare,27/01/2025,09/02/2025,09/02/2025,13,On-Time
S01455,EuroMat,27/01/2025,21/02/2025,21/02/2025,25,On-Time
S01456,AsiaPlast,27/01/2025,01/02/2025,02/02/2025,6,Delayed/Partial
S01457,AgroSupply,27/01/2025,19/02/2025,19/02/2025,23,On-Time
S01458,AsiaPlast,27/01/2025,01/02/2025,01/02/2025,5,On-Time
S01459,UKTools,27/01/2025,09/02/2025,09/02/2025,13,On-Time
S01460,BarnWare,28/01/2025,08/02/2025,07/02/2025,10,On-Time
S01461,BarnWare,28/01/2025,07/02/2025,07/02/2025,10,On-Time
S01462,AsiaPlast,28/01/2025,07/02/2025,07/02/2025,10,On-Time
S01463,UKTools,28/01/2025,10/02/2025,12/02/2025,15,Delayed/Partial
S01464,EuroMat,28/01/2025,18/02/2025,18/02/2025,21,On-Time
S01465,AgroSupply,28/01/2025,20/02/2025,20/02/2025,23,On-Time
S01466,AgroSupply,28/01/2025,16/02/2025,16/02/2025,19,On-Time
S01467,AsiaPlast,28/01/2025,05/02/2025,05/02/2025,8,On-Time
S01468,AgroSupply,28/01/2025,17/02/2025,17/02/2025,20,On-Time
S01469,AgroSupply,28/01/2025,17/02/2025,NULL,NULL,NULL
S01470,BarnWare,28/01/2025,05/02/2025,05/02/2025,8,On-Time
S01471,EuroMat,28/01/2025,01/03/2025,01/03/2025,32,On-Time
S01472,BarnWare,28/01/2025,09/02/2025,09/02/2025,12,On-Time
S01473,BarnWare,28/01/2025,05/02/2025,04/02/2025,7,On-Time
S01474,UKTools,28/01/2025,03/02/2025,03/02/2025,6,On-Time
S01475,UKTools,28/01/2025,09/02/2025,06/02/2025,9,On-Time
S01476,AsiaPlast,28/01/2025,04/02/2025,05/02/2025,8,Delayed/Partial
S01477,AgroSupply,28/01/2025,25/02/2025,26/02/2025,29,Delayed/Partial
S01478,AgroSupply,28/01/2025,02/03/2025,02/03/2025,33,On-Time
S01479,UKTools,28/01/2025,06/02/2025,06/02/2025,9,On-Time
S01480,AsiaPlast,28/01/2025,01/02/2025,31/01/2025,3,Mismatch
S01481,AsiaPlast,28/01/2025,01/02/2025,01/02/2025,4,On-Time
S01482,UKTools,28/01/2025,05/02/2025,05/02/2025,8,On-Time
S01483,UKTools,28/01/2025,10/02/2025,10/02/2025,13,On-Time
S01484,UKTools,28/01/2025,07/02/2025,07/02/2025,10,On-Time
S01485,EuroMat,28/01/2025,03/03/2025,03/03/2025,34,On-Time
S01486,AsiaPlast,28/01/2025,02/02/2025,02/02/2025,5,On-Time
S01487,BarnWare,28/01/2025,03/02/2025,03/02/2025,6,On-Time
S01488,BarnWare,28/01/2025,09/02/2025,12/02/2025,15,Delayed/Partial
S01489,EuroMat,28/01/2025,16/02/2025,17/02/2025,20,Delayed/Partial
S01490,AsiaPlast,28/01/2025,03/02/2025,03/02/2025,6,On-Time
S01491,AsiaPlast,28/01/2025,07/02/2025,10/02/2025,13,Delayed/Partial
S01492,BarnWare,28/01/2025,07/02/2025,07/02/2025,10,On-Time
S01493,BarnWare,28/01/2025,11/02/2025,11/02/2025,14,On-Time
S01494,BarnWare,28/01/2025,07/02/2025,08/02/2025,11,Delayed/Partial
S01495,BarnWare,28/01/2025,04/02/2025,04/02/2025,7,On-Time
S01496,BarnWare,28/01/2025,07/02/2025,07/02/2025,10,On-Time
S01497,BarnWare,28/01/2025,04/02/2025,04/02/2025,7,On-Time
S01498,EuroMat,28/01/2025,15/02/2025,15/02/2025,18,On-Time
S01499,UKTools,28/01/2025,05/02/2025,06/02/2025,9,Delayed/Partial
S01500,AgroSupply,28/01/2025,15/02/2025,15/02/2025,18,On-Time
S01501,AsiaPlast,28/01/2025,07/02/2025,07/02/2025,10,On-Time
S01502,BarnWare,28/01/2025,07/02/2025,07/02/2025,10,On-Time
S01503,UKTools,28/01/2025,03/02/2025,03/02/2025,6,On-Time
S01504,AsiaPlast,28/01/2025,03/02/2025,19/01/2025,-9,On-Time
S01505,UKTools,28/01/2025,04/02/2025,05/02/2025,8,Delayed/Partial
S01506,AsiaPlast,28/01/2025,02/02/2025,02/02/2025,5,On-Time
S01507,AsiaPlast,28/01/2025,05/02/2025,06/02/2025,9,Delayed/Partial
S01508,UKTools,28/01/2025,05/02/2025,05/02/2025,8,On-Time
S01509,BarnWare,28/01/2025,08/02/2025,08/02/2025,11,On-Time
S01510,BarnWare,28/01/2025,06/02/2025,06/02/2025,9,On-Time
S01511,UKTools,28/01/2025,11/02/2025,11/02/2025,14,On-Time
S01512,BarnWare,28/01/2025,06/02/2025,08/02/2025,11,Delayed/Partial
S01513,AgroSupply,28/01/2025,22/02/2025,22/02/2025,25,On-Time
S01514,EuroMat,28/01/2025,18/02/2025,18/02/2025,21,On-Time
S01515,AgroSupply,29/01/2025,25/02/2025,25/02/2025,27,On-Time
S01516,BarnWare,29/01/2025,05/02/2025,05/02/2025,7,On-Time
S01517,UKTools,29/01/2025,06/02/2025,06/02/2025,8,On-Time
S01518,EuroMat,29/01/2025,25/02/2025,25/02/2025,27,On-Time
S01519,AsiaPlast,29/01/2025,08/02/2025,10/02/2025,12,Delayed/Partial
S01520,BarnWare,29/01/2025,04/02/2025,04/02/2025,6,On-Time
S01521,AsiaPlast,29/01/2025,08/02/2025,08/02/2025,10,On-Time
S01522,AgroSupply,29/01/2025,17/02/2025,17/02/2025,19,On-Time
S01523,UKTools,29/01/2025,07/02/2025,06/02/2025,8,On-Time
S01524,EuroMat,29/01/2025,19/02/2025,19/02/2025,21,On-Time
S01525,BarnWare,29/01/2025,05/02/2025,05/02/2025,7,On-Time
S01526,AgroSupply,29/01/2025,05/03/2025,07/03/2025,37,Delayed/Partial
S01527,AsiaPlast,29/01/2025,03/02/2025,03/02/2025,5,On-Time
S01528,BarnWare,29/01/2025,06/02/2025,06/02/2025,8,On-Time
S01529,AgroSupply,29/01/2025,27/02/2025,27/02/2025,29,On-Time
S01530,BarnWare,29/01/2025,09/02/2025,09/02/2025,11,On-Time
S01531,EuroMat,29/01/2025,05/03/2025,06/03/2025,36,Delayed/Partial
S01532,AgroSupply,29/01/2025,21/02/2025,22/02/2025,24,Delayed/Partial
S01533,EuroMat,29/01/2025,28/02/2025,28/02/2025,30,On-Time
S01534,BarnWare,29/01/2025,04/02/2025,04/02/2025,6,Mismatch
S01535,BarnWare,29/01/2025,10/02/2025,10/02/2025,12,On-Time
S01536,AsiaPlast,29/01/2025,07/02/2025,06/02/2025,8,On-Time
S01537,EuroMat,29/01/2025,17/02/2025,17/02/2025,19,On-Time
S01538,UKTools,29/01/2025,04/02/2025,03/02/2025,5,Mismatch
S01539,AsiaPlast,29/01/2025,03/02/2025,03/02/2025,5,On-Time
S01540,AsiaPlast,29/01/2025,05/02/2025,05/02/2025,7,On-Time
S01541,EuroMat,29/01/2025,04/03/2025,23/01/2025,-6,Mismatch
S01542,AgroSupply,29/01/2025,21/02/2025,21/02/2025,23,On-Time
S01543,EuroMat,29/01/2025,03/03/2025,04/03/2025,34,Delayed/Partial
S01544,BarnWare,29/01/2025,10/02/2025,12/02/2025,14,Delayed/Partial
S01545,AgroSupply,29/01/2025,16/02/2025,16/02/2025,18,On-Time
S01546,EuroMat,29/01/2025,24/02/2025,24/02/2025,26,On-Time
S01547,EuroMat,29/01/2025,24/02/2025,24/02/2025,26,Mismatch
S01548,AgroSupply,29/01/2025,02/03/2025,02/03/2025,32,On-Time
S01549,EuroMat,29/01/2025,22/02/2025,19/02/2025,21,Mismatch
S01550,EuroMat,29/01/2025,22/02/2025,23/02/2025,25,Delayed/Partial
S01551,EuroMat,29/01/2025,20/02/2025,20/02/2025,22,On-Time
S01552,BarnWare,29/01/2025,10/02/2025,10/02/2025,12,On-Time
S01553,AsiaPlast,29/01/2025,04/02/2025,09/02/2025,11,Delayed/Partial
S01554,AsiaPlast,29/01/2025,06/02/2025,06/02/2025,8,On-Time
S01555,UKTools,29/01/2025,08/02/2025,08/02/2025,10,On-Time
S01556,AsiaPlast,29/01/2025,07/02/2025,07/02/2025,9,On-Time
S01557,UKTools,29/01/2025,07/02/2025,07/02/2025,9,On-Time
S01558,AsiaPlast,29/01/2025,06/02/2025,07/02/2025,9,Delayed/Partial
S01559,BarnWare,29/01/2025,04/02/2025,04/02/2025,6,On-Time
S01560,UKTools,29/01/2025,09/02/2025,09/02/2025,11,On-Time
S01561,EuroMat,29/01/2025,21/02/2025,21/02/2025,23,On-Time
S01562,BarnWare,29/01/2025,10/02/2025,10/02/2025,12,On-Time
S01563,AgroSupply,29/01/2025,25/02/2025,25/02/2025,27,On-Time
S01564,EuroMat,29/01/2025,03/03/2025,04/03/2025,34,Delayed/Partial
S01565,BarnWare,29/01/2025,12/02/2025,14/02/2025,16,Delayed/Partial
S01566,AsiaPlast,29/01/2025,04/02/2025,04/02/2025,6,On-Time
S01567,AsiaPlast,29/01/2025,02/02/2025,02/02/2025,4,On-Time
S01568,UKTools,29/01/2025,05/02/2025,05/02/2025,7,On-Time
S01569,AsiaPlast,29/01/2025,06/02/2025,07/02/2025,9,Delayed/Partial
S01570,UKTools,29/01/2025,11/02/2025,11/02/2025,13,Mismatch
S01571,EuroMat,29/01/2025,03/03/2025,03/03/2025,33,On-Time
S01572,BarnWare,29/01/2025,10/02/2025,10/02/2025,12,On-Time
S01573,BarnWare,29/01/2025,05/02/2025,05/02/2025,7,On-Time
S01574,EuroMat,29/01/2025,16/02/2025,NULL,NULL,NULL
S01575,AgroSupply,29/01/2025,20/02/2025,21/01/2025,-8,On-Time
S01576,AsiaPlast,29/01/2025,08/02/2025,08/02/2025,10,On-Time
S01577,AsiaPlast,29/01/2025,07/02/2025,07/02/2025,9,On-Time
S01578,AgroSupply,30/01/2025,26/02/2025,26/02/2025,27,On-Time
S01579,AsiaPlast,30/01/2025,05/02/2025,22/01/2025,-8,Mismatch
S01580,BarnWare,30/01/2025,06/02/2025,06/02/2025,7,On-Time
S01581,AgroSupply,30/01/2025,21/02/2025,21/02/2025,22,On-Time
S01582,UKTools,30/01/2025,06/02/2025,06/02/2025,7,On-Time
S01583,BarnWare,30/01/2025,08/02/2025,08/02/2025,9,On-Time
S01584,UKTools,30/01/2025,05/02/2025,05/02/2025,6,On-Time
S01585,AgroSupply,30/01/2025,28/02/2025,28/02/2025,29,On-Time
S01586,AsiaPlast,30/01/2025,04/02/2025,04/02/2025,5,On-Time
S01587,EuroMat,30/01/2025,02/03/2025,01/03/2025,30,On-Time
S01588,BarnWare,30/01/2025,13/02/2025,13/02/2025,14,On-Time
S01589,AsiaPlast,30/01/2025,05/02/2025,05/02/2025,6,On-Time
S01590,UKTools,30/01/2025,13/02/2025,14/02/2025,15,Delayed/Partial
S01591,UKTools,30/01/2025,12/02/2025,13/02/2025,14,Delayed/Partial
S01592,BarnWare,30/01/2025,13/02/2025,13/02/2025,14,On-Time
