shipment_id,product_id,units_ordered,units_received,unit_cost_GBP,freight_cost_GBP
S03173,Feed Buckets / Feed Tubs,889,889,5.47,2431.44
S03174,Water Troughs / Water Buckets,4340,4340,22.01,2103.84
S03175,Storage Bins / Feed Storage,1988,1988,16.88,138.52
S03176,Storage Bins / Feed Storage,4111,4111,31.18,2120.05
S03177,Rubber Matting (for stalls and walkways),679,679,25.74,1519.07
S03178,Water Troughs / Water Buckets,2376,2376,33.77,954.47
S03179,Muck Forks / Stable Forks,1666,1666,22.93,1370.46
S03180,Muck Forks / Stable Forks,3536,3536,28.48,1770.59
S03181,Feed Buckets / Feed Tubs,4027,4024,7.45,540.2
S03182,Feed Buckets / Feed Tubs,1851,1851,26.87,643.95
S03183,Hay Nets / Hay Bags,3119,3119,5.47,1854.7
S03184,Stable Brooms / Yard Brushes,3114,3114,19.72,1077.06
S03185,Feed Buckets / Feed Tubs,4496,4496,14.94,742.15
S03186,Storage Bins / Feed Storage,3940,3940,30.5,2191.8
S03187,Feed Buckets / Feed Tubs,4197,4197,24.8,1641.48
S03188,Muck Forks / Stable Forks,2150,2150,29.16,1968.32
S03189,Shovels / Rakes,3512,3512,7.72,1474.45
S03190,Feed Buckets / Feed Tubs,581,581,14.63,2386.05
S03191,Storage Bins / Feed Storage,2280,2280,20.37,569.97
S03192,Muck Forks / Stable Forks,4570,4570,7.32,1960.57
S03193,Feed Buckets / Feed Tubs,1070,1070,29.52,106.68
S03194,Stable Brooms / Yard Brushes,3106,3106,30.47,2373.38
S03195,Shovels / Rakes,4390,4390,3.24,2359.64
S03196,Storage Bins / Feed Storage,3646,3646,15.43,1154.26
S03197,Feed Buckets / Feed Tubs,4457,4457,10.77,946.58
S03198,Manure Scoops,3947,3947,14.94,2439.67
S03199,Stable Brooms / Yard Brushes,3633,3633,25.01,1777.55
S03200,Stable Brooms / Yard Brushes,3245,3245,14.55,784.07
S03201,Stable Brooms / Yard Brushes,2800,2800,4.39,1476.81
S03202,Hay Nets / Hay Bags,1330,1282,22.2,427.52
S03203,Feed Buckets / Feed Tubs,3277,3277,16.39,438.58
S03204,Rubber Matting (for stalls and walkways),3846,3846,16.3,98.23
S03205,Muck Forks / Stable Forks,1016,NULL,8.23,715.09
S03206,Water Troughs / Water Buckets,863,863,2.17,2107.29
S03207,Shovels / Rakes,3833,3833,27.6,1323.71
S03208,Feed Buckets / Feed Tubs,3713,3713,12.92,56.57
S03209,Hay Nets / Hay Bags,296,296,33.98,85.78
S03210,Shovels / Rakes,3585,3585,18.43,1398.26
S03211,Feed Buckets / Feed Tubs,2706,2706,6.79,502.65
S03212,Rubber Matting (for stalls and walkways),1012,1012,33.23,1913.96
S03213,Manure Scoops,3700,3700,29.97,2331.45
S03214,Stable Brooms / Yard Brushes,1344,1344,12.78,1608.62
S03215,Storage Bins / Feed Storage,4780,4780,33.34,2192.23
S03216,Hay Nets / Hay Bags,691,691,31.62,1854.57
S03217,Feed Buckets / Feed Tubs,988,988,17.68,532.82
S03218,Feed Buckets / Feed Tubs,102,102,16.44,1077.19
S03219,Storage Bins / Feed Storage,1030,1030,18.87,1419.53
S03220,Water Troughs / Water Buckets,1724,1724,3.11,286.33
S03221,Shovels / Rakes,1778,1778,26.78,1607.48
S03222,Rubber Matting (for stalls and walkways),2567,2567,5.77,77.48
S03223,Manure Scoops,2524,2524,17.9,1887.14
S03224,Muck Forks / Stable Forks,3755,3755,15.76,2021.06
S03225,Manure Scoops,2746,2746,34.74,1692.37
S03226,Feed Buckets / Feed Tubs,1051,1051,3.75,1539.45
S03227,Manure Scoops,3177,3177,24.17,1574
S03228,Feed Buckets / Feed Tubs,940,940,31.68,458.92
S03229,Rubber Matting (for stalls and walkways),4663,4663,20.78,1553.1
S03230,Muck Forks / Stable Forks,387,387,22.38,924.8
S03231,Hay Nets / Hay Bags,2836,2717,34.37,1791.74
S03232,Hay Nets / Hay Bags,1509,1509,15.51,1013.28
S03233,Storage Bins / Feed Storage,2635,2635,19.13,1249.65
S03234,Feed Buckets / Feed Tubs,2101,1884,31.07,1481.29
S03235,Rubber Matting (for stalls and walkways),3480,3480,21.74,2357.69
S03236,Feed Buckets / Feed Tubs,2244,2244,22.73,2162.26
S03237,Storage Bins / Feed Storage,699,699,33.72,343.86
S03238,Shovels / Rakes,1154,1154,4.86,1910.91
S03239,Muck Forks / Stable Forks,4973,4507,5.38,2323.77
S03240,Rubber Matting (for stalls and walkways),2525,2525,17,682.56
S03241,Shovels / Rakes,2335,2335,30.45,248.06
S03242,Water Troughs / Water Buckets,4195,4195,7.53,2259.51
S03243,Manure Scoops,2269,2269,14.85,845.79
S03244,Stable Brooms / Yard Brushes,2322,2322,23.57,122.3
S03245,Shovels / Rakes,2816,2816,5.95,1799.62
S03246,Stable Brooms / Yard Brushes,2802,2802,13.93,579.75
S03247,Hay Nets / Hay Bags,4627,4627,16.25,1378.53
S03248,Hay Nets / Hay Bags,1613,1613,22.74,2215.63
S03249,Storage Bins / Feed Storage,1492,1492,29.23,105.22
S03250,Muck Forks / Stable Forks,1865,1865,14.07,1655.56
S03251,Manure Scoops,4831,4831,9.02,140.68
S03252,Feed Buckets / Feed Tubs,138,138,4.61,1202.33
S03253,Feed Buckets / Feed Tubs,3198,3198,7.81,1054.09
S03254,Hay Nets / Hay Bags,4513,4513,5.79,1470.04
S03255,Manure Scoops,3973,3973,23.94,232.6
S03256,Manure Scoops,3659,3659,10.6,1196.14
S03257,Stable Brooms / Yard Brushes,3725,3725,33.92,1742.47
S03258,Feed Buckets / Feed Tubs,3426,3426,18.62,961.73
S03259,Manure Scoops,2459,2459,5.5,2078.73
S03260,Hay Nets / Hay Bags,618,618,2.51,474.92
S03261,Hay Nets / Hay Bags,4801,4801,16.07,2479.74
S03262,Hay Nets / Hay Bags,1699,1699,25.77,444.85
S03263,Water Troughs / Water Buckets,4039,4039,32.71,1906.25
S03264,Manure Scoops,3507,3507,30.77,1816.87
S03265,Muck Forks / Stable Forks,3934,3934,34.25,1506.75
S03266,Manure Scoops,3481,3481,8.58,2177.69
S03267,Feed Buckets / Feed Tubs,4976,4976,29.15,61.31
S03268,Manure Scoops,429,429,33.55,2047.96
S03269,Stable Brooms / Yard Brushes,4407,4407,13.32,1266.5
S03270,Hay Nets / Hay Bags,1488,1488,31.71,1944.85
S03271,Hay Nets / Hay Bags,4585,4585,23.34,1404.15
S03272,Feed Buckets / Feed Tubs,3558,3558,30.32,118.57
S03273,Manure Scoops,2839,2839,30.67,139.07
S03274,Water Troughs / Water Buckets,1316,1316,20.46,1816.8
S03275,Rubber Matting (for stalls and walkways),2487,2487,23.59,2411.87
S03276,Hay Nets / Hay Bags,4452,4452,16.26,45.15
S03277,Shovels / Rakes,258,258,9.16,436.83
S03278,Hay Nets / Hay Bags,3691,3691,7.93,1514.64
S03279,Rubber Matting (for stalls and walkways),3412,3412,16.18,682.96
S03280,Stable Brooms / Yard Brushes,3249,3249,22.27,169.8
S03281,Shovels / Rakes,1837,1837,19.09,136.4
S03282,Feed Buckets / Feed Tubs,983,983,8.03,1932.1
S03283,Shovels / Rakes,3401,3401,14.57,2050
S03284,Feed Buckets / Feed Tubs,247,247,8.24,2244.04
S03285,Hay Nets / Hay Bags,768,768,12.66,1293.73
S03286,Stable Brooms / Yard Brushes,3665,3665,9.55,205
S03287,Rubber Matting (for stalls and walkways),4247,4247,23.88,1580.02
S03288,Shovels / Rakes,3643,3643,24.87,125.29
S03289,Rubber Matting (for stalls and walkways),3771,3771,12.71,498.39
S03290,Hay Nets / Hay Bags,119,119,8.73,1788.61
S03291,Stable Brooms / Yard Brushes,1600,1600,3.62,324.64
S03292,Shovels / Rakes,4451,4451,1.33,1456.48
S03293,Water Troughs / Water Buckets,3068,3068,0.97,2068.54
S03294,Shovels / Rakes,1486,1486,27.87,1559.96
S03295,Manure Scoops,1427,1427,23.64,1019.73
S03296,Manure Scoops,546,546,15.59,185.99
S03297,Storage Bins / Feed Storage,4237,4237,31.47,1273.03
S03298,Shovels / Rakes,3089,3089,30.33,735.02
S03299,Stable Brooms / Yard Brushes,4274,3794,26.95,1705.42
S03300,Hay Nets / Hay Bags,3842,3842,3.52,1114.28
S03301,Rubber Matting (for stalls and walkways),4474,4474,5.53,1645.19
S03302,Hay Nets / Hay Bags,78,78,11.38,2378.53
S03303,Muck Forks / Stable Forks,4857,4857,9.29,1832.4
S03304,Stable Brooms / Yard Brushes,231,231,3.95,250.13
S03305,Muck Forks / Stable Forks,4510,4510,34.84,1802.21
S03306,Shovels / Rakes,3655,3655,5.96,188
S03307,Storage Bins / Feed Storage,1484,1484,23.82,1636.59
S03308,Water Troughs / Water Buckets,1528,1528,30.03,295.9
S03309,Rubber Matting (for stalls and walkways),4250,4250,13.26,1977.69
S03310,Muck Forks / Stable Forks,1101,1101,29.29,284.18
S03311,Stable Brooms / Yard Brushes,3970,3970,28.42,1808.62
S03312,Water Troughs / Water Buckets,3886,3886,21.22,674.28
S03313,Storage Bins / Feed Storage,2499,2499,27.53,1644.06
S03314,Stable Brooms / Yard Brushes,3817,3817,9.1,1736.66
S03315,Feed Buckets / Feed Tubs,713,713,11.24,1339.05
S03316,Feed Buckets / Feed Tubs,446,446,21.57,2272.09
S03317,Manure Scoops,3554,3554,1.8,1040.97
S03318,Stable Brooms / Yard Brushes,146,146,30.07,691
S03319,Muck Forks / Stable Forks,2129,2129,12.7,795.87
S03320,Rubber Matting (for stalls and walkways),4885,4885,34.95,1585.12
S03321,Water Troughs / Water Buckets,3801,3801,14.77,1705.38
S03322,Manure Scoops,1627,1627,23.53,2169.49
S03323,Feed Buckets / Feed Tubs,4944,4944,31.1,2451.59
S03324,Rubber Matting (for stalls and walkways),275,275,22.86,1828.24
S03325,Stable Brooms / Yard Brushes,4010,4010,27.56,2129.29
S03326,Stable Brooms / Yard Brushes,587,587,18.74,884.38
S03327,Feed Buckets / Feed Tubs,2397,2397,7.63,1782.74
S03328,Storage Bins / Feed Storage,3226,3226,6.72,663.89
S03329,Muck Forks / Stable Forks,4145,4145,24.08,1285.68
S03330,Shovels / Rakes,400,377,30.77,414.15
S03331,Feed Buckets / Feed Tubs,2585,2585,29.84,1082.53
S03332,Manure Scoops,3217,3217,11.65,713.73
S03333,Rubber Matting (for stalls and walkways),4189,4189,23.49,2465.84
S03334,Stable Brooms / Yard Brushes,969,969,21.81,1917.43
S03335,Manure Scoops,1858,1858,6.1,1864.88
S03336,Feed Buckets / Feed Tubs,2107,2107,28.09,1093.55
S03337,Rubber Matting (for stalls and walkways),2471,2471,7.4,2384.73
S03338,Manure Scoops,4976,4976,24.96,1315.75
S03339,Storage Bins / Feed Storage,2355,2355,32.97,903.69
S03340,Rubber Matting (for stalls and walkways),4947,4947,24.79,1737.97
S03341,Stable Brooms / Yard Brushes,4951,4684,18.43,1100.58
S03342,Stable Brooms / Yard Brushes,4072,4072,21.97,329.35
S03343,Hay Nets / Hay Bags,4904,4904,3.52,76.47
S03344,Hay Nets / Hay Bags,4679,4679,3.61,373.84
S03345,Rubber Matting (for stalls and walkways),1529,1529,29.34,1247.17
S03346,Muck Forks / Stable Forks,1356,1356,25.67,1498.75
S03347,Feed Buckets / Feed Tubs,4226,4226,10.46,1133.16
S03348,Feed Buckets / Feed Tubs,1916,1916,24.72,711.83
S03349,Water Troughs / Water Buckets,884,884,30.96,1849.87
S03350,Stable Brooms / Yard Brushes,1745,1745,17.17,206.01
S03351,Shovels / Rakes,4667,4667,7.17,1668.41
S03352,Water Troughs / Water Buckets,377,377,22.18,186.46
S03353,Water Troughs / Water Buckets,262,262,30.31,1236.34
S03354,Storage Bins / Feed Storage,358,347,20.33,42.78
S03355,Rubber Matting (for stalls and walkways),3940,3940,26.72,2107.35
S03356,Water Troughs / Water Buckets,993,993,23.34,1440.61
S03357,Stable Brooms / Yard Brushes,1727,1727,1.39,1557.35
S03358,Manure Scoops,1037,1037,17.94,372.43
S03359,Feed Buckets / Feed Tubs,1977,1977,16.1,439.94
S03360,Feed Buckets / Feed Tubs,1739,1683,10.04,1033.22
S03361,Stable Brooms / Yard Brushes,2097,2097,23.02,2096.78
S03362,Manure Scoops,183,183,7.1,921.06
S03363,Manure Scoops,4231,4231,2.11,55.68
S03364,Muck Forks / Stable Forks,2355,2355,28.56,51.27
S03365,Feed Buckets / Feed Tubs,1912,1912,25.24,983.66
S03366,Manure Scoops,3532,3532,26.86,1820.76
S03367,Muck Forks / Stable Forks,543,543,13.32,1387.23
S03368,Water Troughs / Water Buckets,3584,3584,17.71,748.79
S03369,Manure Scoops,4973,4973,10.13,2006.39
S03370,Feed Buckets / Feed Tubs,4435,4435,0.8,571.72
S03371,Feed Buckets / Feed Tubs,1006,1006,30.54,2000.55
S03372,Water Troughs / Water Buckets,3043,3043,34.78,512.72
S03373,Manure Scoops,4201,4201,5.24,2466.73
S03374,Feed Buckets / Feed Tubs,3525,3525,31.86,1767.93
S03375,Rubber Matting (for stalls and walkways),2737,2737,23.12,2264.7
S03376,Muck Forks / Stable Forks,660,660,20.47,561.06
S03377,Storage Bins / Feed Storage,4401,4401,1.79,231.04
S03378,Manure Scoops,2312,2312,27.78,1961.09
S03379,Muck Forks / Stable Forks,1795,1795,1.75,2222.72
S03380,Manure Scoops,1251,1251,4.74,1708.38
S03381,Water Troughs / Water Buckets,1928,1928,14.03,263.37
S03382,Hay Nets / Hay Bags,302,269,27.86,1327.4
S03383,Manure Scoops,4954,4954,4.13,838.91
S03384,Muck Forks / Stable Forks,1802,1802,20.02,418.88
S03385,Muck Forks / Stable Forks,1580,1580,9.59,2255.92
S03386,Water Troughs / Water Buckets,571,571,34.14,1572.4
S03387,Muck Forks / Stable Forks,253,253,1.43,842.22
S03388,Muck Forks / Stable Forks,2566,2566,22.43,2066.75
S03389,Stable Brooms / Yard Brushes,1320,1320,12.95,973.19
S03390,Hay Nets / Hay Bags,465,465,17.03,1726.95
S03391,Manure Scoops,3413,3413,11.97,751.98
S03392,Muck Forks / Stable Forks,998,933,8.37,1003.72
S03393,Shovels / Rakes,2770,2770,23.2,2364.02
S03394,Stable Brooms / Yard Brushes,4648,4648,27.18,1402.08
S03395,Hay Nets / Hay Bags,4459,4459,6.67,1244.61
S03396,Feed Buckets / Feed Tubs,1959,1959,23.42,2482.96
S03397,Shovels / Rakes,866,866,12.37,1789.9
S03398,Water Troughs / Water Buckets,2796,2796,1.85,2399.62
S03399,Feed Buckets / Feed Tubs,4688,4688,25.79,363.29
S03400,Water Troughs / Water Buckets,3670,3232,34.72,1224.88
S03401,Water Troughs / Water Buckets,328,328,14.85,689.88
S03402,Muck Forks / Stable Forks,1648,1648,3.43,265.67
S03403,Rubber Matting (for stalls and walkways),242,242,10.21,1220.37
S03404,Storage Bins / Feed Storage,4962,4962,29.62,2052.75
S03405,Stable Brooms / Yard Brushes,4103,4103,2.04,429.98
S03406,Hay Nets / Hay Bags,1010,1010,24.4,1877.91
S03407,Manure Scoops,4266,4266,6.85,1721.94
S03408,Manure Scoops,2618,2618,5.96,1285.83
S03409,Manure Scoops,3927,3927,16.77,1430.5
S03410,Stable Brooms / Yard Brushes,4837,4837,23.56,1497.45
S03411,Shovels / Rakes,3258,3258,28.1,2163.07
S03412,Feed Buckets / Feed Tubs,3140,3140,22.46,1772.13
S03413,Muck Forks / Stable Forks,3732,3732,2.2,1387.31
S03414,Hay Nets / Hay Bags,4202,4202,4.5,647.89
S03415,Rubber Matting (for stalls and walkways),1117,1117,7.83,466.75
S03416,Muck Forks / Stable Forks,3696,3696,20.66,2048.05
S03417,Storage Bins / Feed Storage,1652,1652,10.7,2370.64
S03418,Muck Forks / Stable Forks,4969,4969,27.04,1354.34
S03419,Water Troughs / Water Buckets,4612,4612,29.22,2417.37
S03420,Manure Scoops,1677,1677,14.6,1824.02
S03421,Storage Bins / Feed Storage,2127,2127,1.3,92.56
S03422,Shovels / Rakes,4066,4066,12.87,153.12
S03423,Water Troughs / Water Buckets,1776,1776,24.71,1345.1
S03424,Stable Brooms / Yard Brushes,1331,1331,11.53,1550.27
S03425,Hay Nets / Hay Bags,1482,1482,3.62,1968.05
S03426,Shovels / Rakes,3071,3071,17.54,336.56
S03427,Feed Buckets / Feed Tubs,361,361,31.87,256.55
S03428,Rubber Matting (for stalls and walkways),3046,3046,4.95,1737.02
S03429,Feed Buckets / Feed Tubs,3168,3168,12.67,1133.97
S03430,Manure Scoops,2026,2026,18,1905.15
S03431,Stable Brooms / Yard Brushes,1424,1424,11.57,413.38
S03432,Feed Buckets / Feed Tubs,4903,4903,23.11,1805.07
S03433,Manure Scoops,4781,NULL,16.44,2153.28
S03434,Water Troughs / Water Buckets,4634,4634,9.24,1061.12
S03435,Water Troughs / Water Buckets,4540,4540,9.9,1446.91
S03436,Rubber Matting (for stalls and walkways),3572,3572,12.08,2254.49
S03437,Shovels / Rakes,4225,4225,7.08,2422.73
S03438,Shovels / Rakes,903,859,7.51,829.69
S03439,Stable Brooms / Yard Brushes,1336,1336,4.69,2360.29
S03440,Storage Bins / Feed Storage,2475,2475,23.87,553.94
S03441,Manure Scoops,3390,3390,8.86,920.07
S03442,Hay Nets / Hay Bags,1493,1493,31.89,1181.66
S03443,Shovels / Rakes,105,105,27.95,50.7
S03444,Muck Forks / Stable Forks,3716,3716,4.78,642.79
S03445,Stable Brooms / Yard Brushes,3717,3717,6.26,648.13
S03446,Shovels / Rakes,2827,2827,19.11,1247.01
S03447,Feed Buckets / Feed Tubs,268,268,18.93,1350.08
S03448,Rubber Matting (for stalls and walkways),2436,2436,28.14,1717.17
S03449,Feed Buckets / Feed Tubs,132,132,6.46,1609.22
S03450,Hay Nets / Hay Bags,4601,4601,15.11,2144.88
S03451,Water Troughs / Water Buckets,4151,4151,13.06,231.57
S03452,Feed Buckets / Feed Tubs,4219,4219,34.7,827.86
S03453,Water Troughs / Water Buckets,338,338,19.61,146.86
S03454,Muck Forks / Stable Forks,129,129,1.19,2435.66
S03455,Manure Scoops,3101,3101,28.18,2266.2
S03456,Stable Brooms / Yard Brushes,1663,1663,21.9,414.17
S03457,Stable Brooms / Yard Brushes,3503,3503,15.39,346.9
S03458,Feed Buckets / Feed Tubs,2684,2684,30.12,1455.31
S03459,Feed Buckets / Feed Tubs,2142,2142,11.37,651.49
S03460,Hay Nets / Hay Bags,1830,1800,13.36,489.14
S03461,Feed Buckets / Feed Tubs,4984,4984,6.66,586.92
S03462,Storage Bins / Feed Storage,2164,2164,11.95,547.25
S03463,Hay Nets / Hay Bags,757,680,1.09,953.37
S03464,Manure Scoops,2988,2988,30.23,2251.5
S03465,Water Troughs / Water Buckets,2980,2980,18.16,1920.78
S03466,Stable Brooms / Yard Brushes,1740,1740,29.83,1397.91
S03467,Feed Buckets / Feed Tubs,3410,3410,1.42,1238.68
S03468,Muck Forks / Stable Forks,2677,2677,6.43,1949.75
S03469,Rubber Matting (for stalls and walkways),3090,3090,27.99,653.02
S03470,Hay Nets / Hay Bags,3597,3520,22.3,2480.87
S03471,Manure Scoops,870,870,6.92,100.52
S03472,Stable Brooms / Yard Brushes,3918,3918,16,1282.65
S03473,Shovels / Rakes,894,894,29.63,888.92
S03474,Muck Forks / Stable Forks,2145,2145,32.18,1582.79
S03475,Rubber Matting (for stalls and walkways),3908,3908,5.26,672.12
S03476,Feed Buckets / Feed Tubs,4413,4413,24.89,1257.97
S03477,Shovels / Rakes,4939,4939,8.77,1547.37
S03478,Storage Bins / Feed Storage,4637,4637,26.25,767.55
S03479,Muck Forks / Stable Forks,4180,4180,9.51,1823.11
S03480,Stable Brooms / Yard Brushes,2628,2613,6.66,867.88
S03481,Storage Bins / Feed Storage,317,317,16.03,2477.34
S03482,Storage Bins / Feed Storage,1664,1664,18.62,1997.89
S03483,Storage Bins / Feed Storage,472,472,10.81,755.73
S03484,Shovels / Rakes,434,434,30.06,189.58
S03485,Muck Forks / Stable Forks,1395,1395,3.63,74.21
S03486,Shovels / Rakes,2585,2585,29.86,641.39
S03487,Water Troughs / Water Buckets,3374,3374,17.26,1441
S03488,Stable Brooms / Yard Brushes,176,176,8.87,1022.21
S03489,Stable Brooms / Yard Brushes,1516,1516,17.1,1894.81
S03490,Shovels / Rakes,2522,2522,15.68,1962.08
S03491,Stable Brooms / Yard Brushes,3563,3563,12.51,1600.51
S03492,Water Troughs / Water Buckets,2807,2807,20.45,565.77
S03493,Muck Forks / Stable Forks,4784,4364,20.86,538.19
S03494,Rubber Matting (for stalls and walkways),1435,1435,19.31,1865.37
S03495,Stable Brooms / Yard Brushes,1230,1230,8.74,1304.05
S03496,Feed Buckets / Feed Tubs,2526,2526,4.91,2060.67
S03497,Feed Buckets / Feed Tubs,155,155,1.05,1995.88
S03498,Hay Nets / Hay Bags,4577,4577,18.48,1244.01
S03499,Shovels / Rakes,4898,4898,22.76,2419.19
S03500,Rubber Matting (for stalls and walkways),4255,4255,29.11,1744.86
S03501,Feed Buckets / Feed Tubs,2253,2253,7.4,976.37
S03502,Water Troughs / Water Buckets,3653,3653,12.96,265
S03503,Feed Buckets / Feed Tubs,1266,1266,30.65,1683.97
S03504,Hay Nets / Hay Bags,3956,3956,20.83,1381.35
S03505,Rubber Matting (for stalls and walkways),206,206,29.59,371.08
S03506,Storage Bins / Feed Storage,4260,4260,30.99,203.57
S03507,Hay Nets / Hay Bags,2982,2982,22.9,1441.87
S03508,Rubber Matting (for stalls and walkways),1463,1463,7.79,1541.92
S03509,Manure Scoops,3093,3093,1.8,1937.2
S03510,Manure Scoops,1007,1007,13.53,2053.23
S03511,Shovels / Rakes,2570,2570,13.23,1353.74
S03512,Feed Buckets / Feed Tubs,2517,2517,22.15,124.05
S03513,Water Troughs / Water Buckets,1397,1397,24,2020.88
S03514,Rubber Matting (for stalls and walkways),4365,4365,17.45,1408.52
S03515,Shovels / Rakes,2685,2685,32.18,458.19
S03516,Rubber Matting (for stalls and walkways),3208,3208,6.74,214.75
S03517,Muck Forks / Stable Forks,4208,4208,27.89,296.88
S03518,Stable Brooms / Yard Brushes,3105,3105,25.25,1058.87
S03519,Water Troughs / Water Buckets,2410,2410,12.75,198.42
S03520,Water Troughs / Water Buckets,3446,3446,28.07,1197.3
S03521,Water Troughs / Water Buckets,1026,1026,30.12,2336.61
S03522,Feed Buckets / Feed Tubs,486,486,11.05,185.98
S03523,Shovels / Rakes,2382,2382,1.27,685.95
S03524,Shovels / Rakes,2674,2674,32.84,664.75
S03525,Water Troughs / Water Buckets,2573,2573,12.89,46.43
S03526,Manure Scoops,205,198,30.97,652.14
S03527,Stable Brooms / Yard Brushes,2258,2258,25.27,1994.95
S03528,Storage Bins / Feed Storage,2368,2368,17.19,1884.26
S03529,Hay Nets / Hay Bags,4045,4000,17.47,1965.16
S03530,Feed Buckets / Feed Tubs,3398,3398,26.98,748.73
S03531,Water Troughs / Water Buckets,2457,2457,2.73,1128.24
S03532,Shovels / Rakes,3224,3224,4.4,1698.37
S03533,Storage Bins / Feed Storage,3233,3233,12,80.44
S03534,Manure Scoops,3598,3598,21.15,2443.39
S03535,Feed Buckets / Feed Tubs,2274,NULL,1.6,441.76
S03536,Shovels / Rakes,4263,4263,9.24,2040.3
S03537,Feed Buckets / Feed Tubs,1491,1491,28.48,547.93
S03538,Stable Brooms / Yard Brushes,3247,3247,31.34,2349.88
S03539,Shovels / Rakes,4272,4272,13.51,323.93
S03540,Hay Nets / Hay Bags,2124,2124,23.39,290.84
S03541,Stable Brooms / Yard Brushes,1385,1385,22.07,715.9
S03542,Manure Scoops,2867,2867,6.54,301.2
S03543,Feed Buckets / Feed Tubs,3432,3432,1.72,1308.23
S03544,Storage Bins / Feed Storage,1057,1057,6.67,1507.61
S03545,Shovels / Rakes,3888,3888,16.39,693.82
S03546,Water Troughs / Water Buckets,3917,3917,34.9,1885.16
S03547,Stable Brooms / Yard Brushes,1816,1816,27.75,1980.49
S03548,Storage Bins / Feed Storage,2618,2618,34.83,1672.64
S03549,Shovels / Rakes,1780,1780,32.47,1202.02
S03550,Water Troughs / Water Buckets,4986,4986,21.72,926.44
S03551,Storage Bins / Feed Storage,1307,1307,1.3,1576.8
S03552,Rubber Matting (for stalls and walkways),3426,3426,1.52,1538.14
S03553,Stable Brooms / Yard Brushes,713,713,14.24,1550.1
S03554,Hay Nets / Hay Bags,1092,1092,27.63,1315.45
S03555,Feed Buckets / Feed Tubs,1145,1145,21.06,948.74
S03556,Muck Forks / Stable Forks,1699,1699,30.2,1838.76
